,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5644,942287720036315603,https://www.airbnb.com/rooms/942287720036315603,20240917031253,2024-09-17,city scrape,Adorable Cottage in the City,"Cozy Garden unit is an urban oasis in one of the best neighborhoods in Chicago! Walking distance to music venues, restaurants, bakeries, unique shops and bars. Only 1.5 miles to Wrigley, Lincoln Park, Lake Michigan and Beaches. The 2 BR private apartment has a separate gated entry and private back garden patio only for you and your guests. The accommodations are approx. 1,150 SF.<br />Hamlin Park, one of the cities largest parks, is catty-corner and offers a dog park and a seasonal pool!",,https://a0.muscache.com/pictures/miso/Hosting-942287720036315603/original/a6f177d7-5b48-4aeb-86cb-6143a342c215.jpeg,11443032,https://www.airbnb.com/users/show/11443032,Heather,2014-01-19,"Chicago, IL","A native of the Pacific Northwest, I moved to Chicago last year and have fallen in love with my adopted city and want to share it with you! 
I am an explorer of my local environment and this one is amazing. The many different aspects to Chicago toffer everyone something tailored to their personality. The food is the best, the culture is world class and there are even beautiful beaches! Sports, concerts, festivals- the list is endless.",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/User-11443032/original/99d0d912-b7d7-4c7c-abef-d9f6bbdf450e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-11443032/original/99d0d912-b7d7-4c7c-abef-d9f6bbdf450e.jpeg?aki_policy=profile_x_medium,West Lakeview,1,3,"['email', 'phone']",t,t,,North Center,,41.93715,-87.68337,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",$70.00,32,365,32,32,365,365,32.0,365.0,,t,0,0,0,72,2024-09-17,0,0,0,,,,,,,,,,,t,1,1,0,0,
5711,948073378669236963,https://www.airbnb.com/rooms/948073378669236963,20240917031253,2024-09-17,city scrape,Lovely 3 BR. Great Location!,"Relax with the whole family  or friends at this peaceful place to stay. Great location. Many great restaurants, bars, farmers market, parks walkable distance. Close to the blue line. Steps away from the 606 trail makes a great morning walk or jog. Lots of street parking.  In unit washer and dryer. Coffee maker. Ironing board. Designated work space with Desk. 3 bedrooms. Plus a Futon/couch for option to sleep in the living room area. Air conditioning. Newly painted and furnished.",,https://a0.muscache.com/pictures/hosting/Hosting-948073378669236963/original/78b68581-a800-4baf-b018-5c64de1a7f39.jpeg,483243086,https://www.airbnb.com/users/show/483243086,Roberto,2022-10-11,,,within a day,70%,91%,t,https://a0.muscache.com/im/pictures/user/38e36b84-a1aa-4381-928a-d64c2916f8de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/38e36b84-a1aa-4381-928a-d64c2916f8de.jpg?aki_policy=profile_x_medium,Humboldt Park,1,2,"['email', 'phone']",t,t,,Humboldt Park,,41.9135125,-87.7044161,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Clothing storage: closet"", ""Coffee maker: drip coffee maker"", ""Washer"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Safe"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$170.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,7,23,39,310,2024-09-17,39,35,3,2023-08-05,2024-09-02,4.87,4.9,4.85,4.92,4.87,4.85,4.87,R22000092232,f,1,1,0,0,2.85
5729,950158144791759996,https://www.airbnb.com/rooms/950158144791759996,20240917031253,2024-09-17,city scrape,Unparalleled condo in Chi,,"The Gold Coast is a luxury lover’s haven. Charming homes on picture-perfect streets, high-end boutiques, and restaurants favored by celebrities past and present all give this neighborhood its star power. Only about 0.5 miles from the city’s gorgeous waterfront, making it the perfect starting point for a stroll on the Lakefront Trail. From the International Museum of Surgical Science, take the pedestrian tunnel under Lake Shore Drive to emerge onto the sandy shores of Lake Michigan. You’ll be positioned for some stunning skyline views, so make sure to have your camera ready. From there, walk south toward Oak Street Beach to soak in the views and continue your Gold Coast exploration.",https://a0.muscache.com/pictures/miso/Hosting-950158144791759996/original/eb320b0a-593c-4bcc-a1f7-a4ab7188886e.jpeg,14184596,https://www.airbnb.com/users/show/14184596,Kimia,2014-04-12,"San Francisco, CA",,within a day,100%,75%,f,https://a0.muscache.com/im/pictures/user/dec4ed6f-294a-4905-8dff-c23686d26c6a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dec4ed6f-294a-4905-8dff-c23686d26c6a.jpg?aki_policy=profile_x_medium,River North,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Near North Side,,41.8961967,-87.6315566,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Indoor fireplace"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Outdoor dining area"", ""Host greets you"", ""Dedicated workspace"", ""Courtyard view"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",$75.00,32,365,32,32,365,365,32.0,365.0,,,15,44,74,349,2024-09-17,0,0,0,,,,,,,,,,,f,2,0,2,0,
5760,954356008805806408,https://www.airbnb.com/rooms/954356008805806408,20240917031253,2024-09-17,city scrape,Charming Mexican Inspired Studio (Casa Chingón),"Discover the essence of Mexico City vibes at Casa Chingon, an intimate and thoughtfully designed urban inn nestled in the heart of Bucktown.  Located behind Taqueria Chingon, a beloved Chicago taco hotspot, this sanctuary serves as your oasis as you explore the eclectic offerings of Bucktown and beyond.  Casa Chingon offers easy highway access and a nearby Blue Line stop for downtown trips.  Plus, enjoy the green spaces of Holstein Park, adding a touch of nature to your urban escape.","Bucktown is a vibrant neighborhood in Chicago known for its trendy atmosphere, artistic community and eclectic charm. Packed with unique boutiques, art galleries and cozy cafes, Bucktown offers a mix of modern amenities and historic architecture. The neighborhood's creative energy is reflected in its street art and local events. Additionally, Bucktown provides easy access to public transportation, making it a sought-after location for those who appreciate a lively urban environment with a touch of artistic flair.",https://a0.muscache.com/pictures/airflow/Hosting-954356008805806408/original/d24a0a6f-1549-47f6-b2ff-3ce57a38a7b3.jpg,446082257,https://www.airbnb.com/users/show/446082257,Marcos,2022-02-20,"Chicago, IL",,within a day,80%,81%,t,https://a0.muscache.com/im/pictures/user/User-446082257/original/6bbe71b3-55aa-4936-8605-bb37601b4566.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-446082257/original/6bbe71b3-55aa-4936-8605-bb37601b4566.jpeg?aki_policy=profile_x_medium,Logan Square,1,1,"['email', 'phone']",t,f,Neighborhood highlights,Logan Square,,41.9227401,-87.6880188,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Exterior security cameras on property"", ""Shampoo"", ""Heating - split type ductless system"", ""Hangers"", ""Wine glasses"", ""Private entrance"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Lockbox"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Freezer"", ""Baking sheet"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$91.00,3,30,2,3,30,30,3.0,30.0,,t,5,13,23,197,2024-09-17,27,27,0,2023-12-26,2024-08-05,4.96,4.96,5.0,4.96,5.0,4.96,4.96,R23000110702,f,1,1,0,0,3.03
5790,956366491438988571,https://www.airbnb.com/rooms/956366491438988571,20240917031253,2024-09-17,previous scrape,Irving Park 2 bedroom feels like home!,"Welcome to your cozy Chicago home away from home! This second floor apartment in a brick 2 flat, has tons of natural light and gives you the perfect place to kick your feet up after a day of sightseeing, meetings, or whatever else brings you to town.","Irving Park is a great location for families or guests looking to explore the City, we have something for everyone. This apartment is located just 4 blocks from the famous Irving Park 6 corners. We have delicious restaurants popping up all over the area within walking distance. It’s not a trip to Chicago without pizza, and you’ll find a great spot, Chicago’s Pizza, down the street. The apartment is also located a 20 minute walk from female owned and run ERIS Brewery and Cider House. Gracie O’Malley’s our local pub with great bar food and local beer on tap. Jeff’s Red Hots is around the corner for a Chicago dog. Brunch locations include Eggsperience, and Breakfast House and Coffee Bar. Community Tavern is a local foodie upscale hot spot run by a husband-and-wife duo, and was just named number 10 in the top 50 best burgers in the US. Or give our upscale Mexican restaurant, Tatas Tacos, a try. We also have a couple of great coffee and tea spots! City News Café is a quirky coffee shop that",https://a0.muscache.com/pictures/hosting/Hosting-956366491438988571/original/6812f70a-fa3d-421c-9be3-9d06cbc24891.jpeg,110858295,https://www.airbnb.com/users/show/110858295,Maggie,2017-01-10,"Chicago, IL","I am a always excited to visit a new place! My husband and I travel as much as we can. We are always looking for a new places to try food, a show to go to, or a new adventure to be had. But we're just as happy sitting on a beach reading. We have hosted on airbnb so we always try to be respectful to our hosts and living space. As we were lucky enough to have some wonderful guests stay with us in the past, we try to pay that experience forward.",within a day,100%,83%,t,https://a0.muscache.com/im/pictures/user/1717236a-9df5-4b61-a86b-61833d70753c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1717236a-9df5-4b61-a86b-61833d70753c.jpg?aki_policy=profile_x_medium,Old Irving Park,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Portage Park,,41.94761,-87.74264,Entire rental unit,Entire home/apt,5,,1 bath,2.0,,"[""Refrigerator"", ""BBQ grill"", ""Backyard"", ""Wifi"", ""Heating"", ""Dryer"", ""Fire pit"", ""Dining table"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Changing table"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Smoke alarm"", ""Board games"", ""Kitchen"", ""Microwave"", ""Baby monitor"", ""Hot water""]",,3,120,3,3,120,120,3.0,120.0,,t,0,0,0,0,2024-09-17,10,9,0,2023-09-17,2024-07-01,4.8,4.7,4.3,4.9,4.9,4.7,4.8,R23000103185,f,1,1,0,0,0.82
5802,957820984411494338,https://www.airbnb.com/rooms/957820984411494338,20240917031253,2024-09-17,city scrape,Heart of Chicago New Vintage Apt,"Welcome to your perfect retreat! Step into our newly renovated, spacious apartment nestled in a charming vintage building. Conveniently located on the 1st floor. Immerse yourself in the blend of classic architecture and modern comfort. Ideal for busy professionals, and just a stone's throw away from major hospitals. Experience the best of both worlds – classic charm and modern convenience. Book your stay now and indulge in a mid century styled space.",,https://a0.muscache.com/pictures/miso/Hosting-957820984411494338/original/095fd0db-5fcc-49b6-925d-f2faa1e6fc2c.jpeg,261404932,https://www.airbnb.com/users/show/261404932,Emily,2019-05-12,"Chicago, IL","My husband and I love Chicago and especially enjoy sharing our appreciation of architecture,  great food and fun experiences with our guests.

And when we travel, our favorite part is meeting new people.   

Now that we have kids and travel less than we'd like,  being a host allows us the perfect opportunity to meet people from around the world.

Share your story with us!
",within a day,100%,,f,https://a0.muscache.com/im/pictures/user/9690b93c-311d-4e5f-a238-6ababc98acfe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9690b93c-311d-4e5f-a238-6ababc98acfe.jpg?aki_policy=profile_x_medium,Bridgeport,2,2,"['email', 'phone']",t,f,,Lower West Side,,41.84775297859588,-87.68275089243666,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Wifi"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""Washer""]",$87.00,32,365,32,32,365,365,32.0,365.0,,t,10,40,70,160,2024-09-17,0,0,0,,,,,,,,,,,f,2,2,0,0,
5822,959464987317554041,https://www.airbnb.com/rooms/959464987317554041,20240917031253,2024-09-17,city scrape,Casa Rústica Unbeatable Amenities + Location!,"Experience luxury urban living at its finest in the heart of Chicago with this spacious and sunlit south-facing apartment. <br /><br />The apartment’s location is amazing. Steps to the lake, Magnificent Mile, Navy Pier, Riverwalk! Plus, bars, shops, restaurants and easy access to Michigan Ave. You will be super connected to all this incredible city has to offer.<br /><br />Building has endless amenities such as tennis court, pickle ball court, basketball, racquetball, full gym, hot tub, pool, sauna, steam room",,https://a0.muscache.com/pictures/hosting/Hosting-959464987317554041/original/d55b8ee5-db50-4ba5-b3e4-a078bb60b120.jpeg,13011088,https://www.airbnb.com/users/show/13011088,Casa Colores,2014-03-11,"Chicago, IL",I am a free spirit with a lot of love for nature and animals! ,within a day,67%,83%,f,https://a0.muscache.com/im/pictures/user/User-13011088/original/0d6cee7c-0fac-4c7b-9712-571c57cfc863.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-13011088/original/0d6cee7c-0fac-4c7b-9712-571c57cfc863.jpeg?aki_policy=profile_x_medium,Streeterville,1,4,"['email', 'phone']",t,t,,Near North Side,,41.89345709023976,-87.62197537751607,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hot tub"", ""HDTV with Amazon Prime Video, Netflix, Hulu, standard cable"", ""Smoke alarm"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""First aid kit"", ""Building staff"", ""Indoor pool - available all year, open specific hours, heated, lap pool"", ""Wifi"", ""Pets allowed"", ""Self check-in"", ""Washer \u2013\u00a0In building"", ""Air conditioning"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm""]",$105.00,32,365,32,32,365,365,32.0,365.0,,t,0,0,1,276,2024-09-17,1,1,1,2024-09-05,2024-09-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,1.0
5873,963923803461918421,https://www.airbnb.com/rooms/963923803461918421,20240917031253,2024-09-17,city scrape,Cool spot in cool neighborhood,"Welcome to your private and cozy Midwestern getaway! This near west side spacious and open-concept, lower level bottom floor apartment  basement includes a fully-equipped kitchen, renovated spa-like private bathroom (w/ sit-down marble shower, dimmer lights and hand-held shower head) and generously-sized bedroom w/ a semi-plush, full-size mattress. The unit is well insulated (PERFECT FOR THE WINTER MONTHS) as it maintains warmth from its thick, frosted windows that prevent cold",,https://a0.muscache.com/pictures/miso/Hosting-963923803461918421/original/93707c48-250d-4ed6-b611-90554f54acfe.jpeg,12877384,https://www.airbnb.com/users/show/12877384,Tanya,2014-03-06,"Chicago, IL","I am a host who loves sharing my house and make it available for long and short-term rentals. My house is very sharable. I provide a clean, neat and nice unit, and will try to accommodate any special requests by guest. I'm very sociable, well mannered, and an assuring AirBnB Host. I love praising God and have a thankful attitude toward life.  Great sense of humor too.  Life is short so get busy living.  I live close to downtown, Hot United Center, Grant Park, Union Park. In Chicago the summer time rocks with all the outdoor festivals like North Coast Music, PitchFork ,Lalapooloza, Jazz festival,  Gospel festiva just to name a fewl.  Close to Bucktown, Wicker Park, Logan Square and Humboldt Park for Cinco de mio, largest hospital conglomerate in the US including UIC hospital, Rush Hospital, Stroeger Hospital, and Veterans Hospital. Top Travel Destinations now. Includes spots I have yet to visit.
Buenes Aires, Rio, Prague, Bora, Bora, Malta, Maaorca, Sardina, Sicily, South Africa, Egypt, Kaui, Alaska, Hong Kong. Morocco, Shang Hi.  Favorite travel destinations are Barcelona, Rome, Capri, ibiza",within a day,100%,89%,f,https://a0.muscache.com/im/pictures/user/105ffef3-17ae-4f12-b65f-77eab9030642.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/105ffef3-17ae-4f12-b65f-77eab9030642.jpg?aki_policy=profile_x_medium,Garfield Park,2,4,"['email', 'phone']",t,t,,East Garfield Park,,41.88140317058017,-87.69749526640773,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""Backyard"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Dining table"", ""Shampoo"", ""Hangers"", ""Oven"", ""Private entrance"", ""Private patio or balcony"", ""Clothing storage"", ""TV"", ""Long term stays allowed"", ""Outdoor dining area"", ""Washer"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Portable air conditioning"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""EV charger - level 2"", ""Dedicated workspace"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Host greets you"", ""Freezer"", ""Portable fans"", ""Kitchen"", ""Microwave"", ""Hot water""]",$64.00,2,1125,2,6,1125,1125,5.0,1125.0,,t,0,0,28,66,2024-09-17,5,5,0,2023-12-15,2024-07-30,4.4,4.2,4.4,4.6,4.8,4.6,4.4,R21000073422,f,2,1,1,0,0.54
5889,967317432760609494,https://www.airbnb.com/rooms/967317432760609494,20240917031253,2024-09-17,city scrape,Cozy 2 bed Ukrainian Village,"Enjoy the nightlife and all Ukrainian Village offers from this stylish 2 bed centrally situated on Division Street. Dine downstairs at the Desert Hawk Bar with your special guest 15% discount on drinks.  Unit features wifi, central heat and air, laundry in unit, modern kitchen with dishwasher, filtered water, hardwood floors, tall ceilings. On weekends, the neighboring bars can be a little loud. We have white noise machines in each bedroom. Your pet may be allowed, please contact host.",,https://a0.muscache.com/pictures/miso/Hosting-967317432760609494/original/4532698a-98db-42f0-a262-08e492bf3dc9.jpeg,534152154,https://www.airbnb.com/users/show/534152154,Joanna,2023-08-27,,,within a day,90%,75%,f,https://a0.muscache.com/im/pictures/user/8b6dc286-7303-4556-a382-78a3b9fd876b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b6dc286-7303-4556-a382-78a3b9fd876b.jpg?aki_policy=profile_x_medium,West Town,1,1,"['email', 'phone']",t,t,,West Town,,41.90401,-87.68001,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Smoke alarm"", ""Hangers"", ""Extra pillows and blankets"", ""Keypad"", ""Bed linens"", ""Essentials"", ""Wifi"", ""Pets allowed"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Heating"", ""Fire extinguisher"", ""Self check-in"", ""Dryer"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",$164.00,2,365,2,2,365,365,2.0,365.0,,t,16,45,72,330,2024-09-17,5,5,1,2023-11-30,2024-09-02,5.0,5.0,5.0,4.8,4.8,5.0,5.0,R23000109596,f,1,1,0,0,0.51
5897,968360206877840581,https://www.airbnb.com/rooms/968360206877840581,20240917031253,2024-09-17,city scrape,Immaculate & Spacious Lakeview /Wrigleyville!,"Extra large studio with high ceilings, hardwood floors, open layout, sectional sofa, queen bed with luxury bedding, new bath, kitchen w/white quartz counters, PET FRIENDLY. A few blocks to Wrigley Field entertainment and the Lakefront. Walk to coffee shops, bars, restaurants and shopping. The CTA Red Line stop is located 2 1/2 blocks away that gets you downtown in less than 30 minutes. Also offering  complementary 24 hour guest parking passes that allow you to park on the street.","Lakeview, WrigleyField , Lake Michigan, Uptown",https://a0.muscache.com/pictures/miso/Hosting-968360206877840581/original/4983cc01-9d0d-4588-adb7-6f5946b347e4.jpeg,430882859,https://www.airbnb.com/users/show/430882859,Rachel,2021-11-07,"Chicago, IL",,within a day,89%,92%,t,https://a0.muscache.com/im/pictures/user/User-430882859/original/85f0a399-f556-4ebe-8f0a-093f94330d13.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-430882859/original/85f0a399-f556-4ebe-8f0a-093f94330d13.jpeg?aki_policy=profile_x_medium,Uptown,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Uptown,,41.95503107360869,-87.64951659243779,Entire condo,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Whirlpool refrigerator"", ""Various  shampoo"", ""Dining table"", ""Coffee"", ""Shared beach access"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""Lockbox"", ""Paid dryer \u2013 In building"", ""Central air conditioning"", ""Long term stays allowed"", ""Hot water kettle"", ""Whirlpool stainless steel single oven"", ""Paid washer \u2013 In building"", ""Paid parking lot off premises"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""32 inch HDTV with Amazon Prime Video, Fire TV, premium cable"", ""Luggage dropoff allowed"", ""Aveeno body soap"", ""Carbon monoxide alarm"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Board games"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",$139.00,2,60,2,2,60,60,2.0,60.0,,t,6,6,6,78,2024-09-17,54,52,6,2023-09-10,2024-09-15,4.96,5.0,5.0,4.93,4.98,4.98,4.94,R23000108155,f,1,1,0,0,4.33
5923,974143564029685591,https://www.airbnb.com/rooms/974143564029685591,20240917031253,2024-09-17,city scrape,Modern flat in the heart of Wicker Park!,"Enjoy this quiet, perfectly located Wicker Park apartment! This private room is just steps from all of the best restaurants, cafes, shops, and music venues that Wicker Park has to offer. The Blue line train is less than five minutes away and takes you right into the city or to O’Hare airport. Located right on Milwaukee avenue and a few blocks from the 606 walking/running trail.",,https://a0.muscache.com/pictures/hosting/Hosting-974143564029685591/original/6ac0549b-f2c7-4e95-8cb4-7bd2f74c17d0.jpeg,208571914,https://www.airbnb.com/users/show/208571914,Shane,2018-08-09,"Chicago, IL","Hi! I am 27 years old and love hosting travelers on Airbnb. I love to exercise, travel, read, and play music. I speak English and Spanish.",within a day,100%,13%,f,https://a0.muscache.com/im/pictures/user/f79145ec-769b-4942-b899-e6d16c49558c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f79145ec-769b-4942-b899-e6d16c49558c.jpg?aki_policy=profile_x_medium,West Town,1,6,"['email', 'phone']",t,t,,West Town,,41.90903,-87.67367,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Lock on bedroom door"", ""Paid parking on premises"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Exercise equipment"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",$305.00,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,133,2024-09-17,1,1,0,2024-02-19,2024-02-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,R23000110918,f,1,0,1,0,0.14
5944,976216845304671824,https://www.airbnb.com/rooms/976216845304671824,20240917031253,2024-09-17,city scrape,Cozy Lincoln Park 1 Bedroom,"Fully furnished 1 Bed / 1 Bath apartment in beautiful vintage building in the heart of Lincoln Park. Short walking distance to the park, the lake, and Alcott Elementary. Amenities include: parking for sedan or compact car, in-unit washer/dryer, brand new A/C units, brand new dishwasher, hardwood floors, radiator heat, and well-manicured courtyard. Utilities include: cable, internet, gas, heat, and water. Is dog friendly. Minimum stay is 32 nights.",,https://a0.muscache.com/pictures/miso/Hosting-976216845304671824/original/a924e83e-e443-4cb6-9353-63c962fd3b53.jpeg,12900621,https://www.airbnb.com/users/show/12900621,Steve,2014-03-07,"Chicago, IL",Hello - My name is Steve. My wife and I have lived in several places in the US and Europe and love to travel and explore.,within a day,100%,100%,f,https://a0.muscache.com/im/users/12900621/profile_pic/1394218269/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12900621/profile_pic/1394218269/original.jpg?aki_policy=profile_x_medium,Lincoln Park,1,1,"['email', 'phone']",t,t,,Lincoln Park,,41.93176281203523,-87.64316793923754,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Refrigerator"", ""First aid kit"", ""Radiant heating"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Wine glasses"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Clothing storage: closet"", ""Washer"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Microwave"", ""Hot water""]",$100.00,32,365,32,32,365,365,32.0,365.0,,t,0,0,0,77,2024-09-17,1,1,0,2024-03-31,2024-03-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.18
